Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT102381,Signal Jumping,1415,Tamil Nadu,2029-07-09,00:19,Auto Rickshaw,Black,1999,Tamil Nadu,53,Male,Four-Wheeler,2,Dust Storm,Dry,OFF1864,RTO,Suspended,5,N/A,N/A,Red,100,83,0.43,Not Conducted,No,No,Cash,Yes,1,
VLT102382,Wrong Parking,4308,West Bengal,2029-07-10,02:40,Bike,Silver,2000,Uttar Pradesh,52,Male,Four-Wheeler,4,Foggy,Under Construction,OFF3679,Local Police,Expired,4,N/A,N/A,Green,80,58,0.35,Not Conducted,No,No,Not Paid,No,3,Fine Paid On Spot
VLT102383,Over-speeding,3286,Punjab,2029-07-11,08:39,Bus,Green,2023,Gujarat,62,Female,Heavy Vehicle,1,Cloudy,Dry,OFF6468,Traffic Police,Suspended,1,N/A,No,Yellow,100,97,0.07,Not Conducted,No,No,Not Paid,Yes,5,Fine Paid On Spot
VLT102384,Overloading,4466,Gujarat,2029-07-12,17:59,Auto Rickshaw,Grey,2022,Gujarat,58,Female,Learner,4,Clear,Potholes,OFF3893,Local Police,Expired,4,N/A,No,Yellow,50,54,0.47,Positive,No,Yes,Cash,No,0,Repeat Offender
VLT102385,Overloading,766,Karnataka,2029-07-13,12:35,Car,Red,2017,Tamil Nadu,70,Other,Four-Wheeler,5,Rainy,Under Construction,OFF8940,Highway Patrol,Suspended,4,No,N/A,Yellow,80,68,0.14,Not Conducted,Yes,Yes,Cash,Yes,5,First Violation
VLT102386,Driving Without License,4109,West Bengal,2029-07-14,05:49,Car,Green,2010,Tamil Nadu,52,Female,Learner,4,Clear,Potholes,OFF5169,RTO,Suspended,5,No,No,Yellow,60,75,0.19,Negative,Yes,No,Not Paid,No,1,Repeat Offender
VLT102387,Using Mobile Phone,3130,Punjab,2029-07-15,10:41,Bus,Silver,2008,Punjab,21,Female,Heavy Vehicle,6,Rainy,Under Construction,OFF6444,Local Police,Expired,2,No,No,Yellow,30,82,0.22,Negative,Yes,Yes,Online,No,1,Fine Paid On Spot
VLT102388,No Helmet,1850,Uttar Pradesh,2029-07-16,15:31,Bus,Silver,2016,Maharashtra,32,Male,Learner,10,Rainy,Potholes,OFF2216,Local Police,Suspended,1,No,No,Red,50,116,0.22,Not Conducted,No,Yes,Online,Yes,0,Repeat Offender
VLT102389,No Seatbelt,839,West Bengal,2029-07-17,14:55,Bus,Grey,1998,Uttar Pradesh,55,Female,Heavy Vehicle,2,Rainy,Dry,OFF4102,RTO,Suspended,5,N/A,Yes,Yellow,80,39,0.32,Positive,No,No,Cash,No,0,First Violation
VLT102390,Using Mobile Phone,909,Gujarat,2029-07-18,20:39,Bus,Grey,2023,Gujarat,53,Other,Heavy Vehicle,4,Rainy,Potholes,OFF9702,RTO,Valid,2,No,N/A,Green,80,84,0.07,Not Conducted,Yes,No,Not Paid,No,4,Fine Paid On Spot
VLT102391,Signal Jumping,989,West Bengal,2029-07-19,11:35,Car,White,2019,Delhi,36,Other,Heavy Vehicle,1,Dust Storm,Under Construction,OFF2273,Highway Patrol,Expired,5,N/A,N/A,Yellow,100,23,0.31,Negative,Yes,Yes,Card,No,5,
VLT102392,No Seatbelt,4830,Tamil Nadu,2029-07-20,12:27,Bike,Black,2019,Tamil Nadu,41,Other,Four-Wheeler,10,Rainy,Wet,OFF5363,RTO,Expired,4,No,N/A,Red,60,51,0.07,Positive,Yes,Yes,Card,Yes,0,Fine Paid On Spot
VLT102393,Driving Without License,3857,Punjab,2029-07-21,16:01,Bus,Blue,1995,Gujarat,68,Other,Heavy Vehicle,4,Dust Storm,Potholes,OFF2295,Traffic Police,Suspended,2,N/A,Yes,Yellow,50,82,0.35,Not Conducted,No,Yes,Online,Yes,4,First Violation
VLT102394,No Helmet,2005,Karnataka,2029-07-22,08:09,Car,Black,1995,Maharashtra,52,Male,Commercial,4,Dust Storm,Under Construction,OFF4552,Traffic Police,Valid,2,No,No,Red,50,84,0.4,Not Conducted,No,Yes,Cash,No,3,Repeat Offender
VLT102395,Using Mobile Phone,2586,Tamil Nadu,2029-07-23,06:26,Scooter,Grey,1998,Maharashtra,23,Other,Commercial,5,Rainy,Under Construction,OFF1587,Highway Patrol,Expired,5,N/A,No,Yellow,60,91,0.23,Not Conducted,Yes,No,Cash,No,4,First Violation
VLT102396,Over-speeding,1591,Tamil Nadu,2029-07-24,08:01,Bus,Grey,2008,Uttar Pradesh,35,Male,Learner,4,Dust Storm,Under Construction,OFF9551,RTO,Valid,4,No,N/A,Green,40,44,0.3,Positive,Yes,Yes,Not Paid,Yes,2,First Violation
VLT102397,Driving Without License,2303,Delhi,2029-07-25,04:37,Scooter,Green,2006,Karnataka,59,Male,Four-Wheeler,8,Clear,Slippery,OFF6863,RTO,Expired,5,No,No,Green,60,68,0.31,Negative,No,No,Cash,Yes,0,First Violation
VLT102398,Over-speeding,458,Gujarat,2029-07-26,16:18,Auto Rickshaw,Silver,2022,Maharashtra,25,Male,Learner,6,Foggy,Under Construction,OFF3727,RTO,Expired,3,N/A,N/A,Yellow,100,114,0.12,Positive,No,Yes,Not Paid,Yes,2,
VLT102399,Drunk Driving,4012,Punjab,2029-07-27,03:25,Bus,Black,2010,Maharashtra,52,Other,Learner,6,Dust Storm,Potholes,OFF1948,Traffic Police,Expired,1,N/A,No,Red,80,98,0.09,Not Conducted,Yes,No,Cash,Yes,1,
VLT102400,Overloading,2436,Karnataka,2029-07-28,08:09,Scooter,Black,2000,Uttar Pradesh,63,Male,Commercial,2,Dust Storm,Wet,OFF6232,Highway Patrol,Valid,3,No,No,Yellow,30,20,0.29,Positive,No,Yes,Online,Yes,2,First Violation
VLT102401,Drunk Driving,2625,Punjab,2029-07-29,08:10,Truck,Blue,2016,Karnataka,51,Other,Two-Wheeler,9,Dust Storm,Potholes,OFF2861,Traffic Police,Expired,5,Yes,N/A,Green,50,100,0.15,Negative,No,Yes,Not Paid,Yes,0,
VLT102402,Wrong Parking,3174,Maharashtra,2029-07-30,21:54,Truck,Blue,2019,Delhi,23,Other,Heavy Vehicle,0,Rainy,Wet,OFF3346,Traffic Police,Suspended,5,No,No,Yellow,100,37,0.01,Not Conducted,Yes,Yes,Not Paid,Yes,4,Repeat Offender
VLT102403,Using Mobile Phone,2054,Tamil Nadu,2029-07-31,04:03,Car,Blue,2018,Tamil Nadu,23,Male,Heavy Vehicle,2,Cloudy,Slippery,OFF8248,Traffic Police,Suspended,2,Yes,No,Green,60,100,0.49,Not Conducted,Yes,No,Cash,Yes,3,
VLT102404,No Helmet,4413,Maharashtra,2029-08-01,07:00,Scooter,Grey,2016,Karnataka,75,Female,Commercial,2,Clear,Wet,OFF6226,RTO,Expired,3,Yes,N/A,Green,30,75,0.02,Positive,Yes,No,Cash,No,5,First Violation
VLT102405,Over-speeding,4796,Tamil Nadu,2029-08-02,07:57,Scooter,Blue,1999,West Bengal,45,Other,Commercial,4,Clear,Wet,OFF6733,RTO,Valid,4,Yes,No,Red,30,70,0.28,Negative,No,No,Cash,No,3,
VLT102406,Signal Jumping,568,Delhi,2029-08-03,20:21,Car,Silver,2001,Uttar Pradesh,26,Other,Commercial,0,Clear,Wet,OFF4362,Local Police,Valid,1,Yes,Yes,Green,100,22,0.47,Not Conducted,No,No,Online,No,0,First Violation
VLT102407,Using Mobile Phone,3205,West Bengal,2029-08-04,08:30,Truck,Yellow,2015,Gujarat,60,Female,Two-Wheeler,0,Clear,Under Construction,OFF3950,Highway Patrol,Valid,3,N/A,N/A,Red,60,21,0.47,Negative,No,No,Card,Yes,0,Repeat Offender
VLT102408,No Seatbelt,284,Maharashtra,2029-08-05,16:03,Bus,Blue,2007,Delhi,25,Female,Two-Wheeler,8,Foggy,Slippery,OFF6365,RTO,Suspended,1,Yes,Yes,Green,50,110,0.02,Negative,No,No,Not Paid,Yes,1,
VLT102409,Drunk Driving,1558,Punjab,2029-08-06,23:17,Scooter,Blue,2019,Maharashtra,43,Other,Learner,6,Dust Storm,Dry,OFF7980,Local Police,Valid,4,N/A,No,Red,50,73,0.1,Positive,Yes,Yes,Online,Yes,5,Fine Paid On Spot
VLT102410,Drunk Driving,1818,Karnataka,2029-08-07,18:57,Bus,Blue,2005,Uttar Pradesh,63,Other,Learner,0,Foggy,Under Construction,OFF9854,Highway Patrol,Expired,1,No,Yes,Red,40,34,0.16,Not Conducted,No,Yes,Online,Yes,3,Repeat Offender
VLT102411,Signal Jumping,1561,Punjab,2029-08-08,07:42,Auto Rickshaw,White,2004,Maharashtra,74,Female,Four-Wheeler,4,Cloudy,Under Construction,OFF3391,Highway Patrol,Suspended,4,N/A,N/A,Yellow,100,91,0.02,Positive,No,No,Not Paid,No,1,Repeat Offender
VLT102412,No Seatbelt,2742,Maharashtra,2029-08-09,07:27,Auto Rickshaw,White,2019,Tamil Nadu,34,Male,Commercial,10,Foggy,Wet,OFF8694,Traffic Police,Expired,5,Yes,N/A,Red,80,43,0.48,Not Conducted,No,No,Cash,No,1,Repeat Offender
VLT102413,Signal Jumping,4352,Delhi,2029-08-10,16:47,Scooter,Blue,2014,Maharashtra,28,Other,Learner,9,Foggy,Slippery,OFF5129,Highway Patrol,Suspended,2,Yes,N/A,Yellow,40,118,0.15,Negative,Yes,Yes,Not Paid,Yes,1,First Violation
VLT102414,No Helmet,2505,Delhi,2029-08-11,00:04,Scooter,Yellow,2021,Karnataka,69,Male,Learner,6,Dust Storm,Wet,OFF9124,Traffic Police,Expired,5,Yes,N/A,Red,50,36,0.11,Not Conducted,No,Yes,Card,Yes,0,Repeat Offender
VLT102415,No Helmet,1472,Maharashtra,2029-08-12,17:39,Bus,Yellow,2003,West Bengal,24,Male,Two-Wheeler,10,Dust Storm,Potholes,OFF2904,RTO,Suspended,3,Yes,No,Yellow,80,38,0.38,Positive,Yes,No,Card,Yes,2,
VLT102416,No Seatbelt,485,Punjab,2029-08-13,16:01,Auto Rickshaw,Green,1997,Maharashtra,55,Female,Heavy Vehicle,4,Cloudy,Wet,OFF1756,RTO,Expired,5,N/A,No,Yellow,40,98,0.22,Negative,Yes,No,Online,Yes,2,First Violation
VLT102417,Signal Jumping,3280,Punjab,2029-08-14,17:06,Car,Blue,2017,Uttar Pradesh,28,Female,Two-Wheeler,1,Cloudy,Dry,OFF3849,Traffic Police,Suspended,4,Yes,N/A,Green,100,57,0.47,Positive,Yes,No,Not Paid,Yes,5,Fine Paid On Spot
VLT102418,Over-speeding,2344,Gujarat,2029-08-15,22:50,Bike,Green,2012,Tamil Nadu,70,Female,Heavy Vehicle,5,Foggy,Wet,OFF4599,RTO,Suspended,2,N/A,No,Green,50,111,0.18,Negative,No,Yes,Online,Yes,2,First Violation
VLT102419,No Helmet,4912,Uttar Pradesh,2029-08-16,09:10,Scooter,Silver,2023,Gujarat,27,Male,Learner,1,Clear,Under Construction,OFF5893,Local Police,Suspended,3,Yes,N/A,Yellow,30,29,0.14,Negative,Yes,Yes,Cash,Yes,5,Repeat Offender
VLT102420,Using Mobile Phone,2666,Gujarat,2029-08-17,04:53,Car,White,2018,Punjab,74,Male,Learner,5,Dust Storm,Potholes,OFF6667,RTO,Valid,5,N/A,Yes,Red,40,69,0.17,Not Conducted,Yes,No,Not Paid,Yes,5,Fine Paid On Spot
VLT102421,Overloading,1572,Karnataka,2029-08-18,15:20,Bike,Silver,2004,Maharashtra,55,Female,Learner,10,Clear,Wet,OFF7797,RTO,Suspended,4,Yes,No,Yellow,50,22,0.26,Negative,Yes,Yes,Not Paid,No,2,Repeat Offender
VLT102422,Wrong Parking,4488,Delhi,2029-08-19,04:16,Scooter,Grey,2010,Gujarat,20,Other,Heavy Vehicle,3,Cloudy,Wet,OFF3684,RTO,Suspended,5,N/A,No,Green,80,91,0.35,Negative,No,No,Not Paid,Yes,5,
VLT102423,Wrong Parking,3035,Punjab,2029-08-20,20:33,Auto Rickshaw,Black,2016,Tamil Nadu,57,Male,Heavy Vehicle,8,Cloudy,Under Construction,OFF8476,Traffic Police,Valid,5,No,No,Yellow,100,60,0.02,Positive,Yes,No,Card,No,4,Repeat Offender
VLT102424,No Seatbelt,392,Karnataka,2029-08-21,13:48,Auto Rickshaw,Grey,2000,Punjab,39,Female,Commercial,1,Foggy,Under Construction,OFF1061,Highway Patrol,Suspended,2,N/A,N/A,Green,30,117,0.13,Negative,No,No,Online,Yes,1,
VLT102425,No Helmet,1539,Tamil Nadu,2029-08-22,04:57,Auto Rickshaw,Silver,2001,Delhi,29,Male,Four-Wheeler,0,Foggy,Potholes,OFF4717,RTO,Expired,1,Yes,Yes,Green,100,93,0.32,Positive,No,No,Online,No,2,Repeat Offender
VLT102426,No Helmet,2950,Gujarat,2029-08-23,06:12,Scooter,Black,2015,Delhi,70,Female,Heavy Vehicle,10,Rainy,Dry,OFF7856,RTO,Valid,1,No,No,Yellow,30,118,0.36,Positive,Yes,No,Cash,No,1,Repeat Offender
VLT102427,Drunk Driving,2323,Delhi,2029-08-24,19:35,Bus,Black,2006,Delhi,20,Female,Two-Wheeler,4,Rainy,Potholes,OFF9218,Traffic Police,Valid,5,N/A,Yes,Green,100,47,0.17,Positive,Yes,No,Online,Yes,2,First Violation
VLT102428,No Helmet,2452,Karnataka,2029-08-25,20:14,Scooter,Silver,2001,Tamil Nadu,43,Other,Commercial,1,Foggy,Dry,OFF5751,Highway Patrol,Expired,4,Yes,No,Red,40,73,0.32,Negative,Yes,No,Online,No,5,Fine Paid On Spot
VLT102429,No Helmet,3077,Maharashtra,2029-08-26,06:44,Truck,Silver,2022,Karnataka,75,Other,Commercial,7,Cloudy,Slippery,OFF3339,Local Police,Expired,4,No,N/A,Yellow,40,53,0.02,Negative,Yes,Yes,Cash,Yes,2,First Violation
VLT102430,Overloading,4541,Maharashtra,2029-08-27,14:32,Bike,White,2006,West Bengal,31,Male,Learner,8,Clear,Under Construction,OFF2031,Traffic Police,Expired,1,Yes,No,Yellow,40,68,0.16,Negative,Yes,No,Online,No,5,First Violation
VLT102431,Using Mobile Phone,4294,Delhi,2029-08-28,12:12,Bike,Green,2010,Maharashtra,74,Male,Two-Wheeler,3,Clear,Potholes,OFF2691,RTO,Expired,1,N/A,N/A,Red,60,34,0.2,Not Conducted,Yes,No,Not Paid,No,3,First Violation
VLT102432,Over-speeding,3134,Karnataka,2029-08-29,14:41,Bus,Grey,2012,West Bengal,52,Female,Heavy Vehicle,10,Cloudy,Slippery,OFF8869,Highway Patrol,Valid,2,Yes,No,Yellow,100,113,0.22,Positive,No,No,Cash,Yes,2,
VLT102433,Signal Jumping,2069,West Bengal,2029-08-30,10:35,Auto Rickshaw,Blue,2013,Karnataka,50,Male,Learner,0,Foggy,Wet,OFF5525,Highway Patrol,Suspended,5,N/A,No,Red,60,52,0.0,Not Conducted,Yes,No,Cash,No,4,Fine Paid On Spot
VLT102434,No Seatbelt,1794,Gujarat,2029-08-31,16:57,Bike,Blue,2012,Maharashtra,53,Female,Commercial,7,Clear,Dry,OFF2152,Highway Patrol,Valid,3,Yes,N/A,Red,60,102,0.28,Negative,Yes,No,Not Paid,No,4,
VLT102435,No Seatbelt,2311,Maharashtra,2029-09-01,09:11,Bus,Silver,2015,Maharashtra,65,Other,Four-Wheeler,2,Rainy,Potholes,OFF8037,Traffic Police,Expired,2,Yes,No,Yellow,80,112,0.32,Negative,No,Yes,Card,No,1,Fine Paid On Spot
VLT102436,Drunk Driving,752,Gujarat,2029-09-02,21:20,Truck,Grey,1996,Gujarat,27,Other,Two-Wheeler,8,Clear,Slippery,OFF2578,Highway Patrol,Expired,1,N/A,N/A,Red,30,20,0.18,Negative,Yes,Yes,Online,No,5,First Violation
VLT102437,Using Mobile Phone,4508,Tamil Nadu,2029-09-03,11:49,Auto Rickshaw,Green,1999,Punjab,46,Male,Learner,2,Foggy,Wet,OFF1020,RTO,Expired,3,N/A,Yes,Red,30,92,0.15,Negative,Yes,No,Card,Yes,0,First Violation
VLT102438,Drunk Driving,2486,Uttar Pradesh,2029-09-04,05:58,Bus,Silver,2006,Karnataka,71,Other,Learner,4,Rainy,Slippery,OFF7293,Traffic Police,Suspended,4,Yes,Yes,Yellow,80,95,0.12,Not Conducted,Yes,No,Cash,Yes,3,First Violation
VLT102439,Overloading,3260,Karnataka,2029-09-05,23:36,Bike,Silver,2012,Delhi,28,Female,Two-Wheeler,3,Rainy,Dry,OFF7719,RTO,Expired,1,No,N/A,Green,80,117,0.12,Positive,Yes,Yes,Not Paid,Yes,5,
VLT102440,Signal Jumping,3916,West Bengal,2029-09-06,12:42,Truck,Grey,2017,Tamil Nadu,20,Other,Four-Wheeler,10,Cloudy,Wet,OFF7525,RTO,Expired,5,No,Yes,Yellow,50,87,0.07,Positive,Yes,No,Cash,Yes,2,Fine Paid On Spot
VLT102441,Drunk Driving,749,Tamil Nadu,2029-09-07,22:24,Auto Rickshaw,Silver,1996,Maharashtra,65,Other,Four-Wheeler,2,Dust Storm,Under Construction,OFF7241,Highway Patrol,Suspended,4,N/A,No,Yellow,80,109,0.34,Not Conducted,Yes,Yes,Card,No,4,
VLT102442,No Seatbelt,2806,Delhi,2029-09-08,02:53,Truck,Grey,2020,Uttar Pradesh,24,Female,Four-Wheeler,10,Dust Storm,Potholes,OFF2367,Traffic Police,Valid,1,N/A,Yes,Yellow,100,94,0.41,Not Conducted,No,Yes,Online,Yes,4,Repeat Offender
VLT102443,Using Mobile Phone,2904,Delhi,2029-09-09,09:07,Auto Rickshaw,White,2005,Karnataka,24,Other,Heavy Vehicle,6,Rainy,Slippery,OFF2141,Highway Patrol,Valid,2,Yes,N/A,Red,30,105,0.48,Negative,Yes,Yes,Cash,No,0,First Violation
VLT102444,No Helmet,3472,Uttar Pradesh,2029-09-10,03:39,Auto Rickshaw,White,2004,Tamil Nadu,29,Female,Learner,4,Clear,Potholes,OFF2511,Highway Patrol,Expired,4,Yes,Yes,Green,40,97,0.36,Negative,No,No,Online,Yes,1,Fine Paid On Spot
VLT102445,Drunk Driving,1071,Uttar Pradesh,2029-09-11,15:11,Truck,Silver,2022,Punjab,21,Other,Commercial,6,Clear,Dry,OFF1461,RTO,Expired,3,N/A,Yes,Red,50,32,0.41,Positive,Yes,Yes,Card,No,1,First Violation
VLT102446,Signal Jumping,1341,Delhi,2029-09-12,13:26,Bike,Green,2016,Gujarat,21,Male,Four-Wheeler,6,Clear,Under Construction,OFF3658,RTO,Valid,2,Yes,No,Red,80,28,0.1,Negative,No,No,Not Paid,No,4,Repeat Offender
VLT102447,Drunk Driving,1579,Delhi,2029-09-13,09:30,Bus,White,2006,Punjab,21,Other,Four-Wheeler,3,Clear,Slippery,OFF3351,Local Police,Expired,4,N/A,N/A,Yellow,100,25,0.41,Negative,No,Yes,Card,No,0,Repeat Offender
VLT102448,No Seatbelt,1791,Delhi,2029-09-14,06:58,Auto Rickshaw,Blue,2006,Gujarat,60,Other,Two-Wheeler,4,Foggy,Under Construction,OFF6647,Traffic Police,Valid,3,No,N/A,Yellow,80,79,0.1,Negative,No,No,Not Paid,No,5,First Violation
VLT102449,Driving Without License,4620,West Bengal,2029-09-15,15:18,Auto Rickshaw,Black,1996,Gujarat,19,Male,Commercial,10,Rainy,Under Construction,OFF9127,Local Police,Suspended,5,Yes,N/A,Red,80,97,0.11,Negative,No,No,Cash,No,3,Fine Paid On Spot
VLT102450,Signal Jumping,1697,Uttar Pradesh,2029-09-16,19:21,Car,Blue,2010,West Bengal,68,Male,Learner,10,Rainy,Under Construction,OFF1700,RTO,Suspended,4,Yes,Yes,Green,100,20,0.21,Positive,No,Yes,Card,Yes,5,First Violation
VLT102451,Wrong Parking,2692,Delhi,2029-09-17,09:28,Bike,Black,1998,Karnataka,42,Female,Two-Wheeler,8,Foggy,Dry,OFF3168,RTO,Expired,3,No,N/A,Green,40,24,0.19,Negative,Yes,No,Not Paid,Yes,0,
VLT102452,Over-speeding,796,Maharashtra,2029-09-18,10:33,Scooter,White,2014,Karnataka,43,Female,Commercial,2,Cloudy,Slippery,OFF3040,Highway Patrol,Suspended,3,Yes,N/A,Green,60,73,0.08,Not Conducted,No,Yes,Card,No,5,Fine Paid On Spot
VLT102453,Drunk Driving,351,Gujarat,2029-09-19,10:06,Car,Red,2017,Gujarat,28,Female,Heavy Vehicle,9,Cloudy,Wet,OFF4703,RTO,Valid,2,No,N/A,Red,30,45,0.0,Not Conducted,No,No,Card,Yes,1,Fine Paid On Spot
VLT102454,Drunk Driving,3468,Tamil Nadu,2029-09-20,01:33,Scooter,White,2013,Punjab,33,Female,Four-Wheeler,4,Rainy,Under Construction,OFF8623,Traffic Police,Expired,4,N/A,No,Yellow,40,36,0.23,Not Conducted,Yes,Yes,Online,No,4,Fine Paid On Spot
VLT102455,Wrong Parking,2552,Maharashtra,2029-09-21,04:10,Car,White,2022,West Bengal,40,Male,Commercial,1,Rainy,Under Construction,OFF2402,Local Police,Valid,5,N/A,Yes,Yellow,60,114,0.49,Positive,No,Yes,Cash,No,3,Repeat Offender
VLT102456,Using Mobile Phone,765,Uttar Pradesh,2029-09-22,07:11,Bike,Red,2019,Punjab,69,Other,Four-Wheeler,2,Dust Storm,Wet,OFF4728,RTO,Valid,2,No,No,Green,50,38,0.35,Positive,Yes,Yes,Not Paid,Yes,4,First Violation
VLT102457,Wrong Parking,3551,Gujarat,2029-09-23,04:35,Bike,Grey,2021,Karnataka,32,Male,Two-Wheeler,8,Cloudy,Potholes,OFF2346,RTO,Suspended,1,No,Yes,Red,100,89,0.45,Not Conducted,Yes,No,Cash,No,3,Repeat Offender
VLT102458,Driving Without License,1948,West Bengal,2029-09-24,07:49,Auto Rickshaw,Red,2009,West Bengal,71,Female,Heavy Vehicle,2,Clear,Slippery,OFF3331,Local Police,Suspended,4,Yes,Yes,Red,100,106,0.11,Not Conducted,No,Yes,Not Paid,Yes,5,Repeat Offender
VLT102459,Driving Without License,938,Tamil Nadu,2029-09-25,06:49,Bus,White,2001,Gujarat,43,Male,Four-Wheeler,5,Dust Storm,Slippery,OFF3791,Local Police,Expired,3,Yes,No,Yellow,30,78,0.44,Negative,Yes,No,Online,Yes,4,Fine Paid On Spot
VLT102460,Over-speeding,481,Gujarat,2029-09-26,18:27,Bus,Grey,2000,Punjab,49,Other,Two-Wheeler,8,Foggy,Wet,OFF8860,Traffic Police,Suspended,3,N/A,No,Green,50,27,0.48,Negative,No,No,Card,Yes,2,Fine Paid On Spot
VLT102461,Driving Without License,4543,Maharashtra,2029-09-27,21:19,Auto Rickshaw,Grey,2015,Delhi,21,Male,Heavy Vehicle,2,Rainy,Wet,OFF1332,Traffic Police,Suspended,4,Yes,N/A,Yellow,60,39,0.12,Positive,Yes,No,Card,Yes,5,Fine Paid On Spot
VLT102462,Over-speeding,3013,West Bengal,2029-09-28,07:38,Truck,Black,2003,West Bengal,47,Male,Two-Wheeler,6,Dust Storm,Slippery,OFF9050,Traffic Police,Valid,4,No,No,Yellow,40,21,0.18,Not Conducted,Yes,No,Online,Yes,3,Fine Paid On Spot
VLT102463,Wrong Parking,3518,Punjab,2029-09-29,17:12,Car,Red,2013,Gujarat,67,Other,Commercial,3,Cloudy,Dry,OFF9493,Highway Patrol,Suspended,5,Yes,N/A,Red,100,84,0.23,Positive,No,No,Online,Yes,2,
VLT102464,Wrong Parking,3051,Gujarat,2029-09-30,09:20,Car,Grey,2004,Tamil Nadu,72,Male,Four-Wheeler,0,Cloudy,Slippery,OFF2824,Local Police,Valid,2,N/A,N/A,Yellow,60,41,0.18,Negative,No,Yes,Card,No,3,
VLT102465,Wrong Parking,2149,Punjab,2029-10-01,20:49,Scooter,Red,1996,Gujarat,19,Male,Four-Wheeler,0,Cloudy,Under Construction,OFF7593,Local Police,Expired,5,No,No,Red,40,47,0.39,Positive,No,No,Not Paid,No,0,Repeat Offender
VLT102466,Drunk Driving,540,Karnataka,2029-10-02,19:05,Bike,Yellow,2000,Uttar Pradesh,38,Other,Four-Wheeler,0,Dust Storm,Under Construction,OFF1803,Traffic Police,Expired,2,N/A,No,Green,80,75,0.14,Positive,No,No,Card,Yes,3,
VLT102467,Wrong Parking,953,West Bengal,2029-10-03,10:27,Bike,Yellow,2022,West Bengal,58,Female,Commercial,7,Foggy,Dry,OFF8038,Local Police,Expired,2,Yes,N/A,Green,100,46,0.48,Negative,No,No,Not Paid,Yes,3,
VLT102468,Wrong Parking,3579,Punjab,2029-10-04,05:20,Truck,Blue,2019,Karnataka,24,Male,Heavy Vehicle,5,Foggy,Wet,OFF5277,Traffic Police,Expired,3,Yes,N/A,Yellow,80,45,0.19,Not Conducted,No,No,Card,No,2,
VLT102469,Over-speeding,583,West Bengal,2029-10-05,13:32,Car,Silver,2000,Delhi,48,Male,Four-Wheeler,10,Rainy,Wet,OFF7718,Highway Patrol,Valid,4,No,N/A,Yellow,100,23,0.41,Not Conducted,Yes,No,Cash,Yes,3,Fine Paid On Spot
VLT102470,Wrong Parking,2027,Gujarat,2029-10-06,12:35,Truck,White,2005,West Bengal,38,Male,Two-Wheeler,10,Cloudy,Under Construction,OFF8980,Highway Patrol,Expired,3,N/A,N/A,Green,80,21,0.42,Positive,Yes,Yes,Card,Yes,0,Fine Paid On Spot
VLT102471,Over-speeding,1281,Delhi,2029-10-07,04:34,Auto Rickshaw,Yellow,2012,Maharashtra,42,Other,Heavy Vehicle,6,Cloudy,Dry,OFF6780,RTO,Expired,1,No,No,Green,50,41,0.48,Negative,Yes,Yes,Not Paid,Yes,4,Repeat Offender
VLT102472,Using Mobile Phone,527,Tamil Nadu,2029-10-08,23:42,Truck,Yellow,2006,Delhi,52,Female,Two-Wheeler,7,Dust Storm,Dry,OFF1068,Traffic Police,Suspended,1,No,N/A,Yellow,80,102,0.01,Positive,Yes,Yes,Not Paid,No,0,Repeat Offender
VLT102473,Overloading,1405,Tamil Nadu,2029-10-09,19:04,Car,Black,2005,Uttar Pradesh,69,Female,Commercial,9,Foggy,Slippery,OFF3764,Local Police,Valid,4,Yes,Yes,Red,100,96,0.02,Positive,Yes,No,Cash,Yes,0,
VLT102474,Wrong Parking,4403,Tamil Nadu,2029-10-10,03:53,Auto Rickshaw,Blue,2016,Tamil Nadu,30,Female,Commercial,1,Dust Storm,Under Construction,OFF5137,Local Police,Expired,3,Yes,Yes,Yellow,60,94,0.32,Not Conducted,No,No,Card,No,0,Fine Paid On Spot
VLT102475,Using Mobile Phone,2129,Delhi,2029-10-11,18:31,Scooter,Blue,2002,Delhi,64,Male,Four-Wheeler,6,Rainy,Under Construction,OFF9989,Local Police,Suspended,2,No,Yes,Red,60,54,0.04,Positive,Yes,Yes,Card,No,1,First Violation
VLT102476,Drunk Driving,2742,Uttar Pradesh,2029-10-12,10:30,Truck,Black,2005,West Bengal,64,Female,Commercial,5,Rainy,Dry,OFF3369,Highway Patrol,Valid,4,Yes,N/A,Red,40,36,0.23,Positive,No,Yes,Cash,No,3,
VLT102477,Over-speeding,357,Karnataka,2029-10-13,00:36,Bus,Red,2016,Gujarat,22,Other,Commercial,3,Cloudy,Slippery,OFF3423,RTO,Valid,1,N/A,No,Yellow,30,112,0.3,Not Conducted,Yes,No,Online,No,4,Fine Paid On Spot
VLT102478,No Helmet,3850,Karnataka,2029-10-14,05:48,Car,Grey,1998,Maharashtra,46,Male,Learner,9,Rainy,Slippery,OFF7211,Traffic Police,Expired,3,Yes,No,Yellow,30,46,0.34,Positive,No,Yes,Not Paid,Yes,0,
